,group,layer,name,lat,lon,drive_time_s,walk_time_s
82,Healthcare,Pharmacies,Bishopthorpe Pharmacy,53.92018925382764,-1.093399068688544,445.2043472860349,4118.753536774356
83,Healthcare,Pharmacies,Tesco Superstores,53.99113505716603,-1.104176953641204,457.6209103350071,4060.5031024532555
84,Healthcare,Pharmacies,Tower Court Pharmacy,53.98532718171048,-1.100655829459163,411.42862897512265,2860.1156262163386
85,Healthcare,Pharmacies,Day Lewis Pharmacy,53.96486086105397,-0.979811410385252,708.1906664864055,5929.42241080707
86,Healthcare,Pharmacies,Lloyds Pharmacy,53.98708124726043,-1.049637291278819,492.0302432810375,3478.6712795507897
87,Healthcare,Pharmacies,Lloyds Pharmacy,53.986844260868125,-1.068742268318662,376.499737678555,2733.3969118152613
88,Healthcare,Pharmacies,Boots UK Limited,53.988472013607144,-1.043678051563512,520.3812469658794,4792.422964274394
89,Healthcare,Pharmacies,Asda Stores Ltd,53.98649310637633,-1.043479330340357,485.7200007197052,4685.930704249101
90,Healthcare,Pharmacies,Parkers Pharmacy,53.99786829999591,-1.057848387892831,504.49641805819346,3770.5710314976227
91,Healthcare,Pharmacies,Huntington Pharmacy,53.995653755809656,-1.056250891167496,481.58892127103013,3666.012557566006
92,Healthcare,Pharmacies,Haxby Group Pharmacy,54.01934628297145,-1.081875387593564,720.9825770517948,6155.926536373225
93,Healthcare,Pharmacies,Your Local Boots Pharmacy,54.01697561762789,-1.077455672127967,677.1436662958114,5795.3940735995
94,Healthcare,Pharmacies,Instore Pharmacy,53.93100275908155,-1.115842556406005,359.6964174997585,5228.435581948308
95,Healthcare,Pharmacies,Lloyds Pharmacy,53.93804110841196,-1.120234429889378,351.9549507737622,2715.71650107975
96,Healthcare,Pharmacies,Living Care Pharmacy,53.95072347609851,-1.121271135008297,278.4618965933194,2549.8231317860736
97,Healthcare,Pharmacies,Boots UK Limited,53.95530685271057,-1.124358753709776,319.1543505640814,2305.4066147015806
98,Healthcare,Pharmacies,Day Lewis Pharmacy,53.954230683172746,-1.129190273297238,318.99173415178484,2397.4785425865875
99,Healthcare,Pharmacies,Gale Farm Pharmacy,53.95328982684072,-1.132074694556788,340.98533112183463,2566.1640576347195
100,Healthcare,Pharmacies,The Priory Pharmacy,53.9494059904956,-1.129442976239599,337.1295141350332,2914.5760163382547
101,Healthcare,Pharmacies,Living Care Pharmacy ,53.95403749239571,-1.093321843624112,95.43613472188353,593.0766200753083
102,Healthcare,Pharmacies,Bishopthorpe Road Pharmacy,53.95164407898154,-1.084672652135302,82.21837564606614,743.0503080914933
103,Healthcare,Pharmacies,Lloyds Pharmacy,53.946439790333486,-1.074075222431469,175.94164178564196,1310.7365511444161
104,Healthcare,Pharmacies,Your Local Boots Pharmacy,53.95882145786808,-1.049400942682124,283.5060333941722,2262.4542984257478
105,Healthcare,Pharmacies,Whitworth Chemists Ltd,53.95448189411022,-1.058749706943595,206.70291254101838,1551.5709579002323
106,Healthcare,Pharmacies,Day Lewis Pharmacy,53.95367310612432,-1.03607707572902,344.3921804426116,3428.2133926181373
107,Healthcare,Pharmacies,York Medical Pharmacy,53.955939121959844,-1.119416705262116,256.2704576517541,1932.6838559815283
108,Healthcare,Pharmacies,M J Roberts Chemists Ltd ,53.9634247852502,-1.116789972623243,237.12557003047272,1971.2158562467093
109,Healthcare,Pharmacies,Your Local Boots Pharmacy,53.96886343110874,-1.095150092344365,168.27852749324276,1135.9912092416134
110,Healthcare,Pharmacies,Monkbar Pharmacy,53.96254664556423,-1.078444128132618,157.93117310785743,704.8168411406596
111,Healthcare,Pharmacies,Boots UK Limited,53.9603733387653,-1.080214287748959,190.77621504399525,496.59179933970205
112,Healthcare,Pharmacies,Boots UK Limited,53.95743219680864,-1.079943633716884,62.52593566388952,382.3290670260518
113,Healthcare,Pharmacies,Boots Pharmacy,53.95836496757261,-1.083215119069131,38.729065112869094,292.04332869265295
114,Healthcare,Pharmacies,Cohens Chemist,53.963133675622494,-1.085061639548312,87.73344977756543,473.94660509635065
115,Healthcare,Pharmacies,Your Local Boots Pharmacy,53.96728788009116,-1.081754285007273,140.8016592530625,898.4546724646309
116,Healthcare,Pharmacies,Living Care Pharmacy,53.977281978251916,-1.06374916468567,341.03472169504425,2427.266161634261
117,Healthcare,Pharmacies,T/A Boots The Chemist Ltd,53.96657181270997,-1.058889209359477,285.14230041761687,1649.507706470261
118,Healthcare,Pharmacies,Your Local Boots Pharmacy,53.96479551883628,-1.066230621042154,241.83618550335024,1298.0982433058177
119,Healthcare,Pharmacies,LO's Pharmacy,53.96391157273309,-1.134293106124738,361.9969813789732,2904.398980904118
120,Healthcare,Pharmacies,Fittleworth Medical Limited,53.98851315536538,-1.097078692655037,414.2775421490985,3588.5604615652237
121,Healthcare,Pharmacies,Charles S Bullen Stomacare Limited,53.97460312329909,-1.134676634201661,432.6098577373546,4827.279400102559
122,Healthcare,GP Surgeries,Old School Medical Practice,53.91565528443143,-1.142303573355,609.3229696322221,6750.047695174181
123,Healthcare,GP Surgeries, ,53.94607872119694,-1.05224525982815,360.25561826265215,2286.754225390422
124,Healthcare,GP Surgeries, ,53.95434068355969,-1.034781309174045,370.2969554002187,3004.1214231609133
125,Healthcare,GP Surgeries,Independant surgerys,53.9600745456347,-1.076410544084492,167.63567028584484,630.5520631533
126,Healthcare,GP Surgeries, ,53.946925930114325,-1.075253422660624,177.93591805680094,1384.7085767953006
127,Healthcare,GP Surgeries,Priory Medical Group,53.94914354549053,-1.129310532228146,337.1295141350332,2955.4600206051314
128,Healthcare,GP Surgeries,Priory Medical Group,53.973772547494136,-1.097481400086542,238.22031202583892,1685.0661874430466
129,Healthcare,GP Surgeries,Priory Medical Group,53.951496047826595,-1.082938742259184,102.9067810215698,689.8145046514004
130,Healthcare,GP Surgeries,Priory Medical Group,53.963770485776365,-1.116877772846325,241.796954398065,1933.4485361820678
131,Healthcare,GP Surgeries,Priory Medical Group,53.96647796460696,-1.068828608822101,217.39063661367183,1303.224939045093
132,Healthcare,GP Surgeries,Priory Medical Group,53.93806799963698,-1.073867447317173,262.6523319419585,3349.438281319999
133,Healthcare,GP Surgeries,Priory Medical Group,53.95458360834141,-1.055769890060745,234.56829757890804,1743.6627939741013
134,Healthcare,GP Surgeries,Priory Medical Group,53.95656128887089,-1.048306166320439,282.9697229652623,2102.2076482178404
135,Healthcare,GP Surgeries,Priory Medical Group,53.97855314952532,-1.062682702907383,364.383745730737,2566.2568402204433
136,Healthcare,GP Surgeries,Independant surgerys,54.03903004895544,-1.033707415166815,953.2185914674562,7640.159857533999
137,Healthcare,GP Surgeries,Independant surgerys,53.96571668530693,-1.06337027765022,256.4409305981621,1392.1124748430084
138,Healthcare,GP Surgeries,Independant surgerys,53.9522759980211,-1.096910496837853,127.38930344889187,859.3274783987961
139,Healthcare,GP Surgeries,Independant surgerys,53.95416055385776,-1.127311776765876,304.98772534124794,2328.0270621854684
140,Healthcare,GP Surgeries,York Medical Group,53.9710873971059,-1.094461654464583,207.69899038350883,1419.5406972541962
141,Healthcare,GP Surgeries,York Medical Group,53.96709782408365,-1.092757778133281,147.55144603981327,952.4905751943332
142,Healthcare,GP Surgeries,York Medical Group,53.96416034545639,-1.080092711912663,135.7128690146655,837.3896167686935
143,Healthcare,GP Surgeries,York Medical Group,53.964076304080905,-1.076645936223473,165.81190080638348,888.9196566311083
144,Healthcare,GP Surgeries,York Medical Group,53.98538315057585,-1.09991643668646,390.160002302548,2881.0586149728606
145,Healthcare,GP Surgeries,York Medical Group,53.93585817657282,-1.122839358097108,390.67547927052533,3011.3188774459536
146,Healthcare,GP Surgeries,York Medical Group,53.9559391720665,-1.119416797169672,256.2704576517541,1932.6838559815283
147,Healthcare,GP Surgeries,Haxby Group,53.953246141045646,-1.132096870384081,340.98533112183463,2541.4915784209334
148,Healthcare,GP Surgeries,Haxby Group,54.019365768835236,-1.082073209424298,720.9825770517948,6155.926536373225
149,Healthcare,GP Surgeries,Haxby Group,53.998564293883426,-1.057629330854242,504.86631059435916,3828.380533004959
150,Healthcare,GP Surgeries,Haxby Group,53.98855964350526,-1.075048870550571,377.5783647124936,2774.1843411823716
151,Healthcare,GP Surgeries,Haxby Group,53.99303895718027,-1.005513370001159,683.2994517086145,5038.497799895872
152,Healthcare,GP Surgeries,Haxby Group,53.980383345438035,-1.153464919904779,528.8447519023105,5136.136790993771
153,Healthcare,GP Surgeries,Old School Medical Practice,53.92279539664501,-1.096285761623472,399.28268694482716,3942.1202478095306
154,Healthcare,GP Surgeries,South Bank Medical Centre,53.944827442581214,-1.086543145430602,152.60591578381425,1284.8515119155481
155,Healthcare,GP Surgeries, ,53.995653755809656,-1.056250891167496,481.58892127103013,3666.012557566006
156,Healthcare,GP Surgeries, ,54.000558678425584,-1.134943697515016,588.3859472403698,4879.864443549085
157,Healthcare,GP Surgeries,Elvington Medical Practice,53.89587078309468,-0.96536051314983,1173.5343562249682,9182.83509728051
158,Healthcare,GP Surgeries,York Clinic,53.9448709386805,-1.103237387302198,206.74136598651674,2935.658563835731
159,Healthcare,GP Surgeries,Elvington Medical Practice,53.92466674016648,-0.94581763994161,1010.0408977618177,8614.474046236974
160,Healthcare,GP Surgeries,Copmanthorpe Surgery,53.91561580455817,-1.141182341569687,613.6326774390603,6756.307696730847
161,Healthcare,GP Surgeries,Mental Health Day Services,53.96533153459807,-0.97958310442155,708.1906664864055,5944.417499711478
162,Healthcare,GP Surgeries, ,53.95024132996718,-1.030114894741187,396.9609831948185,3468.1384281864225
163,Healthcare,GP Surgeries,Elvington Medical Practice,53.963777029767215,-0.982133396251407,679.9883399410537,5787.031754702133
164,Healthcare,Hospitals,White Cross Court Community Rehabilitation Hospital,53.9717160986093,-1.074805259389493,202.85432235851266,1635.066794169592
165,Healthcare,Hospitals,Foss Park Hospital,53.98146150596143,-1.0723003144650867,368.63827302077374,2142.5130233625982
166,Healthcare,Hospitals,The Retreat,53.94986222533874,-1.0624100665798364,189.62003187961326,1492.719487025851
167,Healthcare,Hospitals,Nuffield Hospital,53.974412652045984,-1.0759022593144287,222.57402099460802,1553.7297160072076
168,Healthcare,Hospitals,Clifton Park Treatment Centre,53.97854922126211,-1.11350497201576,334.3241623358387,2433.8323958040933
169,Healthcare,Hospitals,Archways,53.97248372946383,-1.0799311732104564,237.1151685224251,1462.9307346722185
170,Healthcare,Hospitals,Stockton Hall,53.99585385983948,-1.0050564484358877,708.3014774892889,5272.772326368472
171,Healthcare,Hospitals,St Helen's Rehabilitation Hospital,53.943340352177024,-1.1055802595754745,230.62787982494734,2991.8634421949127
172,Healthcare,Hospitals,Mill Lodge Hospital,53.991486570035455,-1.0650249513394838,415.0008854479528,3100.7383425408257
173,Healthcare,Hospitals,,53.95604374482359,-1.1260884719254265,313.563901975578,2301.453425343735
174,Healthcare,Hospitals,,53.97782296635168,-1.115164408747841,333.3521987438654,2552.8825972192967
175,Healthcare,Hospitals,York District Hospital,53.97003095722606,-1.0837466533099007,180.14423961707385,1267.0495898007593
176,Infrastructure,Street Lighting,12 : BELISHA BEACON (BB1) DANEBURY DRIVE ACOM,53.95586325511374,-1.132478708609318,334.7165085733736,2527.933254412899
177,Infrastructure,Street Lighting,70834 : BELISHA BEACON (BB1) TANG HALL LANE HEWO,53.959003631206436,-1.049858777220806,290.12210879714354,2205.355353056611
178,Infrastructure,Street Lighting,49223 : BELISHA BEACON (AP 7) SHIPTON ROAD SKELT,53.99712988628777,-1.134393921007201,543.5916435839257,4836.327278932475
179,Infrastructure,Street Lighting,49233 : BELISHA BEACON (AP 6) SHIPTON ROAD SKELT,53.99657038899151,-1.133719397300939,543.5916435839257,4836.327278932475
180,Infrastructure,Street Lighting,49243 : BELISHA BEACON (AP 5) SHIPTON ROAD SKELT,53.9958950488122,-1.132897200095503,531.8468870614234,4943.180062280686
181,Infrastructure,Street Lighting,49252 : BELISHA BEACON (AP 4) SHIPTON ROAD SKELT,53.99534284618698,-1.132238124669387,573.4707148494127,4980.310811143859
182,Infrastructure,Street Lighting,46822 : BELISHA BEACON (BB 1) DODSWORTH AVENUE M,53.97050036711784,-1.071252554653258,267.0815177295172,1679.5582630106735
183,Infrastructure,Street Lighting,46825 : BELISHA BEACON (BB 2) DODSWORTH AVENUE M,53.97052368519842,-1.071118031572865,267.0815177295172,1679.5582630106735
184,Infrastructure,Street Lighting,1 : BELISHA BEACON (BB2) EASTERN TERRACE HEW,53.965559159261225,-1.063881533562345,256.4409305981621,1392.1124748430084
185,Infrastructure,Street Lighting,2 : BELISHA BEACON (BB1) EAST PARADE HEWORTH,53.96545995263855,-1.063838025353461,256.4409305981621,1392.1124748430084
186,Infrastructure,Street Lighting,4 : BELISHA BEACON (BB2) MALTON ROAD MONK,53.97372728681311,-1.061335373328909,307.07276487065405,2289.805735886204
187,Infrastructure,Street Lighting,5 : BELISHA BEACON (BB1) MALTON ROAD HEWORTH,53.97315656563491,-1.061912300711391,307.07276487065405,2289.805735886204
188,Infrastructure,Street Lighting,63563 : BELISHA BEACON (BB2) THE VILLAGE HAXBY,54.016639959869984,-1.075908567661006,662.6463878934999,5703.298117073361
189,Infrastructure,Street Lighting,63615 : BELISHA BEACON (BB4) THE VILLAGE HAXBY,54.01895120235171,-1.080801377392962,711.5032994955722,6023.866138820346
190,Infrastructure,Street Lighting,63622 : BELISHA BEACON (BB3) THE VILLAGE HAXBY,54.01892788562532,-1.080902317646854,711.5032994955722,6023.866138820346
191,Infrastructure,Street Lighting,49327 : BELISHA BEACON (BB1) HAXBY ROAD NEW EARS,53.971574838441356,-1.077716405817672,189.1040041830827,1284.9110403404884
192,Infrastructure,Street Lighting,73385 : BELISHA BEACON (BB2) RAWCLIFFE LANE RAWC,53.978419136881456,-1.106125763076804,304.9391985735645,2075.99263942305
193,Infrastructure,Street Lighting,60160 : BELISHA BEACON (BB2) HULL ROAD WALMGATE,53.95382803438117,-1.053386288611139,239.550345264516,1783.7127400259199
194,Infrastructure,Street Lighting,60163 : BELISHA BEACON (BB1) HULL ROAD WALMGATE,53.95394839027446,-1.053387225327446,239.550345264516,1783.7127400259199
195,Infrastructure,Street Lighting,47541 : BELISHA BEACON (BB1) FOSSWAY MONK,53.97327487360829,-1.071465769174302,262.4007637337403,1784.984153640896
196,Infrastructure,Street Lighting,47544 : BELISHA BEACON (BB2) FOSSWAY MONK,53.973186428654,-1.071546709363351,262.4007637337403,1784.984153640896
197,Infrastructure,Street Lighting,76785 : BELISHA BEACON (BB 1) HESLINGTON LANE HE,53.9434941217209,-1.052275440461217,363.77261992492356,2685.2675406063904
198,Infrastructure,Street Lighting,76788 : BELISHA BEACON (BB 2) HESLINGTON LANE HE,53.94343336295879,-1.052218465546381,363.77261992492356,2685.2675406063904
199,Infrastructure,Street Lighting,49724 : BELISHA BEACON (BB 1) CRICHTON AVENUE BO,53.97432584144861,-1.086306101306407,226.04049862106743,1606.2569484262956
200,Infrastructure,Street Lighting,49727 : BELISHA BEACON (BB 2) CRICHTON AVENUE BO,53.97425222797718,-1.086376930379094,226.04049862106743,1606.2569484262956
201,Infrastructure,Street Lighting,51640 : BELISHA BEACON (BB1) HUNTINGTON ROAD HUN,53.97720814241626,-1.071709540760432,285.2952924805629,1984.1701308701631
202,Infrastructure,Street Lighting,51643 : BELISHA BEACON (BB2) HUNTINGTON ROAD HUN,53.9771659644179,-1.071613198382382,285.2952924805629,1984.1701308701631
203,Infrastructure,Street Lighting,45382 : BELISHA BEACON (BB 1) FISHERGATE GUILDHA,53.95088189030729,-1.075768780183619,129.48649341489832,930.0416326557354
204,Infrastructure,Street Lighting,70088 : BELISHA BEACON (BB1) NUNNERY LANE BISHOP,53.95225271415611,-1.084447738507738,77.02829524236053,677.7162451159095
205,Infrastructure,Street Lighting,70091 : BELISHA BEACON (BB2) NUNNERY LANE BISHOP,53.95223792618392,-1.08454772056244,78.3366800253353,727.9435895371288
206,Infrastructure,Street Lighting,18380843 : BELISHA BEACON (BB2) CAMPLESHON ROAD KNA,53.94365610895379,-1.088937481557584,178.15552060620107,1500.8761468479918
207,Infrastructure,Street Lighting,18380841 : BELISHA BEACON (BB1) HEWORTH GREEN HEWOR,53.96570299857575,-1.070849265302117,199.02908495992614,1158.4712227191599
208,Infrastructure,Street Lighting,18380836 : BELISHA BEACON (BB1) HESLINGTON LANE FUL,53.937757781698764,-1.070834899322796,277.3769817748191,3197.8423665882624
209,Infrastructure,Street Lighting,18380837 : BELISHA BEACON (BB2) HESLINGTON LANE FUL,53.93786076687007,-1.070867500670494,277.3769817748191,3197.8423665882624
210,Infrastructure,Street Lighting,18380844 : BELISHA BEACON (BB1) CAMPLESHON ROAD KNA,53.94355507428295,-1.08886502655461,178.15552060620107,1500.8761468479918
211,Infrastructure,Street Lighting,49330 : BELISHA BEACON (BB2) HAXBY ROAD NEW EARS,53.97158208892772,-1.077829824921488,189.1040041830827,1284.9110403404884
212,Infrastructure,Street Lighting,63560 : BELISHA BEACON (BB1) THE VILLAGE HAXBY,54.01657111587324,-1.075850418709733,662.6463878934999,5686.876278774988
213,Infrastructure,Street Lighting,73117 : BELISHA BEACON (BB1) RAWCLIFFE LANE RAWC,53.974962199933884,-1.102504045144002,279.2001647515858,1747.3573033494224
214,Infrastructure,Street Lighting,73382 : BELISHA BEACON (BB1) RAWCLIFFE LANE RAWC,53.97842973742446,-1.106233794794459,292.8712513613093,2075.99263942305
215,Infrastructure,Street Lighting,45385 : BELISHA BEACON (BB 2) FISHERGATE GUILDHA,53.95089665176067,-1.075596266414031,129.48649341489832,930.0416326557354
216,Infrastructure,Street Lighting,70837 : BELISHA BEACON (BB4) TANG HALL LANE HEWO,53.956248341033245,-1.047720224944446,282.9697229652623,2102.2076482178404
217,Infrastructure,Street Lighting,8238820 : BELISHA BEACON (BB06) THE VILLAGE WIGGIN,54.01892018296719,-1.088249216456694,718.6517677148354,6450.02317759389
218,Infrastructure,Street Lighting,8238832 : BELISHA BEACON (BB 05) THE VILLAGE WIGGI,54.018834326927525,-1.088186989851372,718.6517677148354,6450.02317759389
219,Infrastructure,Street Lighting,73120 : BELISHA BEACON (BB 2) RAWCLIFFE LANE RAW,53.97502028602838,-1.10239881623989,279.2001647515858,1747.3573033494224
220,Infrastructure,Street Lighting,18384303 : BELISHA BEACON (BB1) SALISBURY TERRACE B,53.96430538974225,-1.105515810423839,170.62534979069963,1257.4844314974491
221,Infrastructure,Street Lighting,18384304 : BELISHA BEACON (BB2) SALISBURY TERRACE B,53.96427341634082,-1.105543168349822,170.62534979069963,1257.4844314974491
